record_ID,units_sold
213109,25.491077
213110,30.109196
213111,18.956984
213113,39.427204
213114,47.586113
213115,8.727748
213123,25.755867
213127,65.343544
213128,48.791306
213129,34.044827
213131,23.807953
213132,28.12478
213133,46.101456
213135,60.388607
213136,28.203377
213137,146.79448
213138,16.056017
213140,36.99398
213141,25.667194
213142,81.408455
213145,38.25019
213147,19.100887
213148,58.360752
213149,40.937176
213150,16.021257
213151,26.805475
213152,39.66698
213153,6.9952736
213154,68.014824
213155,22.687872
213156,138.46138
213157,20.656404
213158,25.69574
213159,28.52942
213160,36.34871
213161,36.8381
213162,24.637503
213163,33.767796
213164,43.206688
213167,12.356868
213168,26.593475
213169,211.17825
213170,156.23164
213171,95.77654
213174,90.97512
213175,86.45541
213176,109.60956
213179,33.604935
213180,105.709595
213181,62.395386
213182,251.30498
213183,47.72539
213187,61.34774
213188,60.41168
213189,113.27073
213191,54.8266
213192,78.46757
213194,44.26234
213195,12.561592
213197,19.525848
213199,9.025271
213200,27.64145
213202,28.131142
213204,62.438908
213205,19.5457
213206,205.05971
213207,21.005037
213208,44.517105
213209,33.591
213215,111.734795
213216,76.9749
213217,55.559864
213219,43.67733
213220,44.355747
213221,76.1625
213225,70.29134
213226,34.527367
213227,238.06465
213230,41.86728
213231,36.932808
213233,31.273266
213235,65.24708
213236,18.446856
213238,111.734795
213239,72.72622
213240,52.267258
213241,40.55453
213242,44.058487
213243,71.612114
213245,72.43248
213246,34.70452
213247,218.17206
213248,26.425934
213249,19.511068
213250,47.831806
213251,41.492294
213252,20.696545
213254,40.193443
213255,61.95448
213256,3.6779544
213257,23.778461
213260,13.183653
213265,56.998863
213268,15.008037
213269,40.0708
213270,48.729553
213273,40.198853
213275,50.37512
213276,32.618187
213278,12.744929
213279,24.75136
213280,62.0588
213281,86.56984
213282,17.667278
213283,50.13416
213285,95.048805
213286,42.957153
213287,160.98628
213288,48.9206
213289,23.521109
213292,46.900814
213293,41.90364
213294,34.94361
213296,59.55449
213297,53.63143
213301,39.109596
213303,4.7434015
213304,15.977337
213305,43.928085
213306,31.362223
213308,49.986977
213309,48.064316
213310,61.776978
213311,25.297146
213312,190.50018
213314,18.56763
213315,26.623823
213316,21.62663
213317,16.233692
213320,171.97852
213321,112.73094
213322,39.190952
213325,64.48917
213326,70.160805
213327,104.681656
213330,49.55228
213331,87.66085
213332,44.84047
213333,172.54057
213334,18.107084
213335,11.571434
213336,60.95688
213337,34.03329
213338,22.930817
213340,63.665257
213341,66.0526
213343,14.197627
213346,351.6914
213347,41.08837
213348,12.32226
213351,14.522367
213352,39.88743
213353,33.34812
213354,19.30647
213355,49.860382
213356,47.215157
213357,59.645218
213358,24.028349
213359,186.68236
213360,14.659234
213361,19.8075
213363,45.79187
213364,38.320515
213365,39.97916
213366,44.759697
213367,47.094025
213369,77.9189
213370,71.480415
213371,14.968948
213372,18.226517
213373,32.818268
213374,33.335533
213375,14.608438
213376,21.144056
213377,23.327095
213378,64.32074
213379,23.92467
213380,156.23152
213381,18.587818
213382,17.775751
213383,28.293163
213384,37.698814
213385,34.58284
213387,31.823582
213388,41.523216
213390,9.664752
213391,36.87845
213392,40.4804
213394,16.202566
213395,32.59889
213396,28.649488
213399,61.77362
213400,19.98897
213401,163.9649
213403,22.942854
213404,21.557407
213408,30.092905
213409,6.849164
213410,5.840209
213411,13.121507
213412,62.366127
213413,52.480824
213414,22.72961
213415,17.40111
213416,30.283535
213417,55.73029
213418,36.215244
213419,17.754736
213420,18.250484
213421,57.808422
213422,21.427896
213423,189.23227
213425,8.514851
213426,24.38178
213427,22.996334
213428,16.813276
213431,37.78733
213432,8.517928
213434,14.790269
213435,82.857666
213436,61.391556
213437,30.83307
213439,22.154917
213440,28.730547
213441,50.402893
213444,38.68288
213445,52.30164
213446,25.141682
213447,161.07092
213448,36.011887
213449,27.917204
213454,86.12309
213455,43.882683
213456,21.534695
213457,29.245401
213458,25.767296
213461,52.437767
213462,23.193855
213463,145.40862
213466,32.626442
213467,24.278046
213471,10.651266
213472,61.513977
213473,49.206795
213474,28.61997
213476,33.698273
213477,39.146782
213478,64.65198
213479,73.966095
213480,39.141647
213481,147.51773
213484,42.05516
213485,48.643505
213486,18.532028
213488,32.39021
213489,24.984983
213490,10.697953
213491,25.172268
213494,21.108723
213495,21.78993
213496,7.2111974
213497,24.6894
213502,54.826878
213503,14.889039
213505,18.7352
213506,29.372627
213507,21.1795
213510,42.608727
213511,35.28707
213512,9.324313
213514,17.818813
213516,64.31336
213517,18.38895
213518,76.650345
213519,23.447775
213520,11.761139
213521,23.672733
213522,27.013336
213523,18.82021
213526,29.805738
213528,12.993575
213530,43.726425
213531,46.593605
213532,24.206795
213533,2.289376
213535,17.492125
213536,30.569906
213537,34.41234
213538,30.069824
213540,35.759777
213541,62.483555
213542,23.470959
213543,151.08707
213545,14.804502
213546,27.317123
213547,36.031837
213548,27.838694
213550,35.699116
213551,29.997694
213554,26.195112
213559,27.12519
213560,50.460495
213561,30.203007
213562,34.802685
213563,32.281807
213564,58.771942
213565,20.83865
213566,133.082
213567,40.09059
213568,22.01914
213572,30.111668
213573,33.187836
213574,29.946257
213575,8.670212
213576,14.068139
213577,28.777721
213578,49.42316
213579,28.49913
213580,32.912018
213581,69.720276
213582,18.47452
213583,175.96756
213584,16.49382
213587,39.673733
213588,25.57683
213591,34.15407
213593,58.86185
213594,57.324223
213597,17.619553
213598,34.865383
213599,57.746536
213600,30.5234
213601,21.110289
213602,30.223257
213603,66.28852
213604,29.822838
213605,176.18652
213606,24.221603
213607,27.33283
213608,31.199528
213609,30.166983
213610,24.522654
213612,38.116188
213613,31.097576
213614,26.790676
213615,163.26256
213616,121.86486
213617,46.28485
213619,58.453278
213620,69.71737
213621,104.71816
213624,36.464
213625,84.866425
213626,54.73988
213627,276.59848
213630,64.04022
213631,55.66557
213635,86.99004
213639,41.954758
213640,40.659164
213641,11.66776
213643,16.076273
213644,28.582357
213645,54.361496
213648,55.071316
213649,25.041225
213650,127.651764
213651,21.355436
213652,20.678328
213653,27.072084
213654,22.180902
213658,26.414684
213660,30.476168
213661,28.91199
213663,13.6360655
213664,24.66471
213665,45.10111
213666,50.022358
213669,72.60968
213670,36.30486
213671,179.17586
213673,36.99915
213674,38.706455
213675,31.723372
213678,61.76965
213681,46.973732
213682,45.436104
213683,26.689745
213685,23.732573
213686,46.675156
213687,66.27477
213688,43.082264
213689,51.310093
213690,47.441143
213691,74.80964
213692,33.297913
213693,189.51622
213694,24.383076
213696,34.421085
213697,31.599188
213698,23.918692
213699,51.65432
213700,57.560154
213701,63.891727
213703,79.9308
213704,51.95108
213707,34.093822
213708,35.087566
213709,49.303368
213711,48.857918
213712,22.643435
213713,177.88918
213716,39.349125
213720,35.93003
213723,113.862564
213724,76.91508
213725,17.955643
213727,42.64203
213728,48.666897
213729,67.579475
213733,57.958927
213734,39.76231
213735,202.8262
213736,50.447533
213737,38.013573
213738,23.470345
213741,54.341988
213743,181.74002
213744,124.31916
213745,60.057922
213748,72.9064
213749,65.293495
213750,114.32305
213752,99.934235
213753,59.413586
213754,284.83286
213755,48.618984
213756,36.477448
213758,76.94742
213759,55.27477
213760,37.53609
213761,40.01947
213762,56.990837
213763,91.39033
213764,6.77765
213765,34.172676
213768,230.56976
213769,180.43361
213770,59.50762
213771,30.188505
213773,81.26032
213774,85.026596
213775,121.90835
213779,102.354645
213780,62.536694
213781,291.10864
213782,23.296864
213783,16.941647
213785,76.16822
213786,50.10743
213787,86.58172
213788,43.247894
213789,55.87395
213790,94.87659
213792,26.452091
213796,23.71599
213797,24.9241
213798,7.350732
213799,3.256286
213800,16.158743
213801,32.15481
213802,35.015396
213805,61.407936
213806,20.346617
213807,172.62715
213808,8.973488
213809,26.863255
213811,32.778038
213814,50.91805
213816,25.844664
213817,25.089552
213819,3.0043495
213820,18.73096
213821,36.442703
213824,46.95881
213825,15.039925
213826,160.88655
213829,17.509922
213830,34.195076
213831,27.09117
213833,24.418821
213834,28.28132
213835,42.452244
213838,8.591249
213840,27.313692
213842,10.647551
213844,19.893234
213848,114.91858
213849,64.60494
213850,38.853817
213851,47.79897
213852,49.087086
213853,53.23033
213857,67.86495
213858,40.50569
213859,218.42995
213860,20.99751
213861,12.336795
213862,51.08213
213863,35.864025
213865,32.854618
213866,44.578644
213867,54.021744
213870,85.5237
213871,44.438595
213874,31.265568
213875,37.2826
213878,51.17719
213879,27.013647
213880,120.92065
213883,35.784462
213884,22.740309
213885,2.5295222
213888,21.239754
213891,131.87631
213892,77.51188
213893,31.5795
213895,52.146095
213896,57.04576
213897,80.82741
213900,76.19162
213901,49.7046
213902,189.05199
213903,32.170357
213905,50.510395
213906,34.083355
213907,44.42619
213909,32.936337
213910,44.47079
213912,21.026138
213913,32.7841
213918,24.446909
213919,31.279034
213922,22.065739
213923,67.18596
213924,20.407938
213925,100.05761
213926,6.9164057
213928,20.287697
213930,29.10061
213932,28.534128
213935,36.271355
213936,33.692482
213939,22.88371
213940,46.98927
213942,71.488335
213943,23.392757
213944,163.2616
213945,20.594896
213946,16.090332
213947,29.69049
213948,27.837868
213949,23.939095
213951,32.153168
213952,43.687622
213954,45.52667
213955,29.918201
213956,21.396744
213960,13.014915
213961,37.262283
213962,49.132572
213963,28.024055
213964,35.408443
213965,32.045155
213966,62.35804
213967,30.715197
213968,185.66006
213971,25.736221
213972,29.704351
213973,17.462107
213976,158.6715
213977,105.098076
213978,60.91724
213979,33.976078
213980,16.9038
213981,85.6725
213982,98.24204
213983,124.17869
213985,29.50041
213986,39.666042
213987,165.35536
213988,80.43991
213989,305.3058
213990,41.120922
213991,24.334091
213994,76.48024
213995,53.28293
213996,104.1842
213998,57.721317
213999,66.11928
214000,10.127979
214001,38.40461
214002,27.757217
214004,79.67538
214005,47.063133
214006,21.151466
214008,43.05901
214009,41.75502
214010,61.268463
214011,28.29878
214014,55.853024
214015,48.22154
214016,186.20633
214017,58.64143
214018,33.794304
214019,51.900715
214021,65.17484
214022,58.10231
214023,100.29377
214024,64.96663
214025,31.57112
214026,40.680557
214027,41.444057
214028,58.99693
214032,58.101482
214033,45.855736
214034,216.26668
214035,53.23104
214036,43.416992
214040,60.761528
214041,8.903248
214043,206.64433
214044,141.76357
214045,88.49616
214048,101.14518
214049,101.27921
214050,130.27594
214051,34.179363
214054,138.6552
214055,80.896194
214056,552.4188
214057,38.486378
214061,85.47879
214062,78.028656
214063,114.811646
214065,62.385754
214066,104.61955
214067,43.04749
214070,80.63647
214071,69.50162
214072,26.174477
214073,21.365238
214074,33.452526
214075,49.049038
214076,41.1949
214077,31.485294
214078,50.204594
214079,117.04992
214080,34.42733
214081,173.48654
214082,29.741459
214083,25.302198
214084,43.309826
214085,70.95795
214086,77.76401
214088,49.348316
214089,67.31274
214090,7.122991
214092,28.448597
214096,27.06742
214097,19.86204
214098,36.390205
214099,15.458708
214100,72.80507
214101,26.30357
214102,182.18063
214103,21.760408
214104,53.444477
214105,59.7625
214106,42.536987
214109,61.431004
214111,48.231182
214112,52.292065
214114,12.401734
214115,28.857689
214116,20.87484
214118,50.701088
214120,47.669315
214121,22.248964
214122,178.92484
214124,22.45633
214125,19.43335
214126,11.683909
214129,55.347713
214130,56.355473
214131,15.627253
214133,28.710165
214134,44.446316
214135,52.889248
214136,25.506714
214137,30.794933
214138,49.695713
214139,78.53123
214140,31.363153
214141,205.72585
214142,19.343935
214143,13.25699
214144,32.617443
214145,28.79729
214146,25.766579
214148,52.772945
214149,69.65281
214151,152.14381
214152,76.52694
214153,22.09206
214154,52.599678
214155,80.568855
214156,124.990234
214158,48.868443
214159,76.43142
214160,38.682446
214161,232.4531
214162,18.753252
214163,12.523328
214164,53.451935
214165,38.196903
214168,46.246426
214169,64.037025
214175,77.13734
214176,47.596584
214177,16.01201
214178,50.00972
214179,51.421257
214180,83.992905
214184,73.59231
214185,38.845078
214186,222.23808
214187,51.04544
214188,39.98636
214191,52.483757
214192,12.626113
214193,65.81553
214194,38.12843
214195,18.021639
214196,43.507423
214197,51.026962
214198,64.18259
214202,83.34726
214203,41.181625
214204,186.35306
214205,53.555214
214206,111.79855
214207,62.349075
214209,72.70445
214210,81.15938
214213,36.071507
214215,8.883507
214216,28.643314
214217,50.481922
214218,8.025119
214221,84.51875
214222,24.112005
214223,201.41708
214224,21.219158
214225,28.04624
214226,31.777796
214227,38.453392
214228,34.81592
214229,30.591835
214230,39.086136
214231,46.758812
214233,14.575471
214235,101.44868
214236,80.3966
214237,48.20176
214240,62.275684
214241,65.83373
214242,95.51137
214245,99.33474
214246,50.000847
214247,241.08415
214248,16.228973
214249,9.725951
214251,71.083176
214252,40.4105
214253,88.14982
214255,62.014606
214256,82.68578
214258,25.311758
214261,15.198491
214262,50.307137
214263,26.065828
214265,14.316023
214266,29.009794
214267,21.962627
214271,80.29795
214272,26.257097
214273,180.68758
214274,26.16763
214275,17.573393
214276,33.537716
214277,41.44458
214278,26.141117
214281,41.747272
214282,24.497082
214283,3.6523352
214284,28.276714
214285,20.107477
214286,24.976418
214287,32.68404
214288,36.703625
214292,41.539543
214293,35.637177
214296,17.23256
214297,90.22547
214300,167.15396
214301,108.784515
214302,57.760574
214305,90.781044
214306,108.46842
214307,119.97608
214310,39.134148
214311,97.68098
214312,64.59608
214313,90.99486
214314,27.126507
214315,14.634171
214316,73.4584
214317,51.985413
214318,282.88443
214320,14.2339525
214321,26.30115
214322,23.989956
214325,98.73059
214326,104.76328
214327,31.13802
214328,4.794492
214330,31.065779
214331,59.177914
214332,49.618847
214333,48.382294
214334,58.0859
214335,32.83583
214336,70.58201
214337,37.61521
214338,50.195152
214339,27.4948
214340,16.298962
214341,39.024536
214342,33.36137
214343,193.45964
214344,10.702903
214345,15.739039
214346,20.189308
214348,11.520889
214349,22.723131
214350,25.026463
214351,42.50661
214352,39.83769
214355,28.78132
214356,36.378624
214357,18.688053
214358,34.713642
214360,72.6063
214361,25.211548
214362,40.39504
214363,21.245504
214364,12.162206
214366,35.24602
214367,45.42317
214368,129.91843
214370,19.075508
214371,20.638046
214373,4.800524
214374,-0.58201134
214375,6.7787895
214376,280.7149
214377,233.7456
214378,66.84012
214379,22.29401
214381,207.97864
214382,229.70029
214383,197.76736
214387,193.91861
214388,99.26821
214389,157.46294
214390,33.53212
214391,23.692183
214393,124.825554
214394,63.065388
214395,254.36371
214396,15.995635
214397,30.199715
214398,44.327915
214399,13.118325
214400,64.87962
214402,13.788458
214403,75.1813
214404,78.28953
214406,49.34312
214407,61.743076
214408,67.47086
214411,38.508984
214412,66.93903
214413,31.961264
214414,58.022274
214415,20.026636
214416,13.605269
214417,50.497887
214418,30.581219
214421,17.31316
214422,21.112911
214425,175.56831
214426,112.95263
214427,68.43807
214428,19.390322
214430,103.773476
214431,121.04721
214432,108.37141
214434,139.98978
214435,136.0264
214436,109.59072
214437,28.822132
214438,27.536123
214440,79.966286
214441,63.46201
214443,8.730913
214444,22.91964
214445,27.596594
214447,31.429726
214450,47.589966
214454,15.392244
214455,33.550526
214456,35.57575
214457,22.688969
214458,44.28487
214459,46.673214
214460,71.73294
214461,22.50389
214462,37.336983
214463,25.63903
214464,19.003536
214466,32.85963
214467,36.90807
214468,121.882
214469,15.223629
214470,21.078066
214471,20.32999
214472,50.659054
214473,37.499928
214475,7.0713425
214476,29.7008
214477,21.596085
214478,30.403286
214481,51.27456
214482,13.3327875
214483,84.724045
214484,22.049511
214487,36.02124
214488,122.30587
214491,14.852215
214494,47.375965
214495,37.20205
214498,26.241236
214499,53.17317
214500,77.83513
214501,17.627005
214504,126.671906
214505,56.170517
214506,81.12513
214507,36.556103
214508,33.06174
214510,47.897022
214511,53.171234
214512,165.65425
214513,15.508714
214514,20.600414
214515,27.034647
214517,24.342157
214518,43.734028
214519,51.59065
214522,3.8634036
214523,20.329718
214524,40.493538
214526,11.597227
214527,38.774426
214528,22.94379
214529,18.511063
214530,17.589113
214531,22.039742
214534,10.173668
214539,10.446217
214540,5.596283
214541,18.60255
214542,38.760815
214543,20.58694
214545,36.642986
214546,16.68657
214547,17.806574
214550,15.8365755
214551,16.216488
214554,7.1338625
214555,88.84216
214556,69.00239
214557,38.945
214559,75.00823
214560,85.70643
214561,67.45211
214564,77.64679
214565,44.81403
214566,59.808044
214567,23.947538
214569,57.21861
214570,33.051315
214571,288.27512
214572,12.78746
214573,18.672606
214574,19.400934
214575,10.869007
214577,86.39269
214578,49.089504
214579,18.65247
214581,29.621616
214582,41.477
214583,51.344425
214587,63.60688
214588,47.02831
214589,59.291687
214590,40.313316
214591,36.786003
214592,208.71338
214593,11.004723
214595,21.595871
214596,48.833134
214597,42.5404
214600,30.9678
214601,51.622536
214605,75.66833
214606,30.456898
214607,46.19579
214608,24.884981
214609,21.211388
214610,35.945457
214611,42.259533
214612,173.0321
214614,15.480839
214615,22.567421
214618,80.147316
214619,65.46929
214620,40.146374
214622,61.205578
214623,72.49727
214624,55.155064
214625,61.6403
214626,68.57714
214627,68.88914
214628,78.25183
214629,38.223724
214630,50.19067
214631,30.323324
214632,26.649729
214634,44.725945
214635,42.543056
214636,236.18103
214637,15.704903
214638,17.590586
214639,29.708212
214640,7.5915484
214642,26.341703
214643,25.837353
214646,24.155134
214647,23.287746
214651,51.312946
214652,9.01437
214653,21.474897
214656,20.585022
214657,111.128136
214660,9.702536
214661,152.1772
214662,115.70845
214663,58.580154
214665,78.27665
214666,90.23651
214667,91.68158
214671,87.95925
214672,56.635277
214673,71.92761
214674,28.811829
214675,21.905684
214676,64.106735
214677,115.0262
214678,279.6606
214679,9.620313
214680,15.210571
214681,22.927124
214683,20.782764
214688,88.62439
214689,107.3851
214690,54.700336
214693,76.87638
214694,90.974236
214695,95.88704
214696,49.139576
214699,78.63277
214700,48.501976
214701,64.33582
214704,62.857613
214705,37.687172
214706,278.19025
214708,13.3078985
214709,22.576557
214710,32.65829
214712,97.41721
214713,78.05214
214714,44.52593
214716,34.92001
214717,48.026196
214718,47.94448
214719,25.61622
214720,40.1636
214721,40.30151
214722,92.379295
214723,32.321136
214724,43.011127
214725,28.25036
214726,22.507149
214727,37.587692
214728,46.56067
214729,138.6756
214730,13.74653
214731,21.537197
214732,23.566917
214733,6.482442
214734,15.33123
214736,24.089235
214737,40.203094
214738,36.519886
214740,12.920369
214741,33.326195
214742,33.895355
214743,50.658165
214745,29.651508
214746,61.882275
214747,20.888544
214748,33.56617
214749,25.491077
214750,30.109196
214751,113.62445
214753,9.188694
214754,11.248324
214755,8.727748
214763,25.755867
214767,98.76952
214768,48.791306
214769,34.044827
214771,31.335451
214772,43.717552
214773,59.50493
214775,63.40869
214776,28.203377
214777,40.59995
214778,15.963345
214780,33.017635
214781,25.667194
214782,144.32045
214785,12.985793
214787,11.797429
214788,55.24628
214789,49.030712
214790,8.833335
214791,22.890257
214792,52.629818
214793,29.54133
214794,69.190125
214795,22.687872
214796,30.36784
214797,19.869495
214798,18.727377
214799,28.52942
214800,36.34871
214801,121.741325
214802,13.857565
214803,14.7501135
214804,17.279947
214807,20.580233
214808,27.59847
214809,155.22827
214810,114.08667
214811,95.77654
214813,119.12161
214814,139.44965
214815,109.60956
214818,60.008205
214819,102.324776
214820,62.395386
214821,82.30516
214822,47.63271
214826,65.32409
214827,58.646946
214828,428.7389
214830,25.316452
214831,34.073677
214833,27.622906
214834,12.561592
214836,18.193188
214838,31.937014
214839,46.547596
214841,22.684124
214843,62.438908
214844,19.5457
214845,40.846046
214846,21.005037
214847,44.614483
214848,212.97026
214854,102.648674
214855,76.9749
214856,55.559864
214858,54.11328
214859,62.68615
214860,76.1625
214864,68.6765
214865,34.527367
214866,53.345577
214869,41.86728
214870,49.82435
214872,9.248975
214874,22.602457
214875,15.134042
214877,78.223404
214878,72.72622
214879,52.267258
214880,74.555954
214881,99.73259
214882,76.1625
214884,71.20765
214885,34.70452
214886,52.762257
214887,26.304728
214888,19.389862
214889,47.831806
214890,36.142815
214891,229.84616
214893,13.493542
214894,19.309849
214895,3.6779544
214896,20.78102
214899,11.493598
214904,48.37038
214907,15.008037
214908,40.0708
214909,132.61697
214912,16.563772
214914,54.946796
214915,32.49631
214917,16.907532
214918,33.823742
214919,71.27381
214920,87.844696
214921,15.421998
214922,38.165833
214924,91.72984
214925,42.957153
214926,57.331493
214927,43.57112
214928,25.18893
214931,46.900814
214932,41.90364
214933,150.71538
214935,27.652044
214936,32.543274
214940,54.096333
214942,6.0464215
214943,17.429646
214944,51.139526
214945,30.708271
214947,50.133827
214948,41.42305
214949,53.9099
214950,25.297146
214951,32.99907
214953,13.218155
214954,26.623823
214955,21.62663
214956,169.75517
214959,171.97852
214960,120.04809
214961,26.941355
214964,98.98588
214965,117.36834
214966,104.681656
214969,49.55228
214970,89.13801
214971,44.84047
214972,79.26909
214973,20.47085
214974,13.935204
214975,60.95688
214976,34.03329
214977,258.26675
214979,15.480583
214980,21.745375
214982,10.603238
214985,140.36661
214986,41.08837
214987,12.368926
214990,19.294624
214991,46.546864
214992,33.34812
214993,21.125978
214994,44.64092
214995,38.20945
214996,71.33914
214997,24.028349
214998,39.481724
214999,16.80533
215000,14.458028
215002,45.79187
215003,113.16265
215004,12.586712
215005,17.148878
215006,22.488585
215008,79.50146
215009,65.5157
215010,31.668352
215011,14.68217
215012,38.416218
215013,38.749573
215014,13.56464
215015,32.31503
215016,36.932816
215017,65.49604
215018,23.92467
215019,36.28796
215020,18.587818
215021,12.426278
215022,28.293163
215023,63.541046
215024,164.91936
215026,14.83025
215027,20.19406
215029,9.664752
215030,65.916466
215031,54.182827
215033,14.057653
215034,34.647877
215035,55.73029
215038,59.27031
215039,19.98897
215040,34.297604
215043,22.64216
215044,29.350607
215048,12.899231
215049,6.849164
215050,15.524951
215051,13.721787
215052,86.30604
215053,58.473934
215054,21.708445
215055,15.712128
215056,35.881508
215057,55.73029
215058,27.163776
215059,25.736132
215060,30.510138
215061,58.844982
215062,21.427896
215063,36.104046
215065,11.279453
215066,24.38178
215067,23.293945
215068,179.0083
215071,15.650815
215072,8.517928
215074,20.445463
215075,82.857666
215076,61.391556
215077,20.098448
215079,23.977932
215080,41.948105
215081,50.402893
215084,38.68288
215085,54.792442
215086,25.141682
215087,32.137707
215088,36.011887
215089,27.917204
215094,86.12309
215095,46.645264
215096,28.938555
215097,42.462955
215098,52.532784
215101,54.902393
215102,23.193855
215103,33.23805
215106,32.626442
215107,24.278046
